paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-39772181,39772181,Rewriting Viral Fate: Epigenetic and Transcriptional Dynamics in KSHV Infection.,direct,ptm_degradation,direct_target,central,"are partially regulated by host transcription factors such as transcriptional co-activators and repressors. These factors, such as the nuclear factor kappa B (NF-κB) signaling pathway [14], specificity protein 1 (SP1) [15], activator protein 1 (AP-1) [16], signal transducer and activator of transcription 3 (STAT3) [17], octamer-binding transcription factor 1 (Oct-1) [18], Yin Yang 1 (YY1) [19], Krüppel-associated box dom",1. Introduction,none,medium
pmid-39763838,39763838,PSGL-1 excludes HIV Env from virion surface through spatial hindrance involving structural folding of the decameric repeats (DR).,background,interaction_cofactor,incidental,incidental,No decisive in-scope host-pathogen mechanism passage found in normalized text.,body,tighten_query,medium
pmid-39722735,39722735,"Exploring the Biology, Virulence, and General Aspects of Candida dubliniensis.",background,interaction_cofactor,incidental,incidental,"ies during planktonic and biofilm growth was investigated.53 Supernatants from both species were analyzed by solid-phase microextraction and gas chromatography–mass spectrometry, and were found to contain isoamyl alcohol, 2-phenylethanol, 1-dodecanol, E-nerolidol, and E,E-farnesol.53 These alcohols, the secretion of which varies according to species, culture mode, and growth time, inhibit the morphological transition from yeast to fi",Biofilm Formation,tighten_query,medium
pmid-39678349,39678349,Disruption of CPSF6 enhances cellular permissivity to HIV-1 infection through alternative polyadenylation.,direct,localization_retention,direct_target,central,"form a fullerene cone encapsulating two copies of the viral RNA genome14. After deposition into the host cell cytoplasm, the core shields the viral genome from innate immune sensing while facilitating reverse transcription and trafficking into the nucleus, whereupon it must disassemble to enable integration in a process known as uncoating. These functions are facilitated and counteracted by a number of host factors that bind to t",INTRODUCTION,none,medium
pmid-39677779,39677779,Structural Dynamics of the Dengue Virus Non-structural 5 (NS5) Interactions with Promoter Stem Loop A (SLA).,direct,localization_retention,direct_target,central,"for the treatment of dengue infection, and there are no universal vaccines available to protect people from all the dengue serotypes [9, 10]. The dengue viral replication complex (RC), which consists of some virally-encoded non-structural (NS) proteins, and the template viral RNA genome along with some host factors, is tasked with replicating the viral genome and capping the viral RNA at the 5’ untranslated region (5’-UTR) [11]. The n",Introduction,none,high
pmid-39607759,39607759,Hsp70-Hsp90 organising protein (HOP/STIP1) is required for KSHV lytic replication.,direct,localization_retention,direct_target,central,"ogenesis [5]. The inhibition of lytic replication is considered one potential therapeutic strategy, mainly by targeting the viral DNA polymerase [67]. However, host factors that regulate the lytic cycle may also represent potential targets for therapeutic interventions. For example, previous reports have linked cellular kinases including mTOR to productive KSHV lytic replication and shown that the inhibition of the associated ho",Introduction,none,medium
pmid-39605886,39605886,Common molecular basis for MASH and hepatitis C revealed via systems biology approach.,indirect,localization_retention,pathway_or_context,supporting,"patitis C and MASH. Then we analyzed the identified common DEGs using Gene Ontology (GO) analysis, Kyoto Encyclopedia of Genes and Genomes (KEGG) analysis, and Protein-Protein Interaction (PPI) Networks analysis. In addition, transcription factors (TFs), potential target miRNA, and associated diseases of hub genes were predicted. Finally, we identified a number of compounds that may be used in the treatment of MASH and chronic hepatitis C base",Introduction,reviewer_calibration,medium
pmid-39599894,39599894,Single-Nucleus and Spatial Transcriptomics Revealing Host Response Differences Triggered by Mutated Virus in Severe Dengue.,background,interaction_cofactor,incidental,incidental,"C57BL/6 mice deficient in type I interferon receptors (Ifnar−/−) were obtained from Cyagen (Suzhou, China) Biotechnology Co., Ltd. The mice were bred and maintained in ABSL-2 at ILAS, CAMS. Four- to six-week-old mice (half male and half female) were used for the disease score experiments, viral load ex",2.3. Animals,tighten_query,medium
pmid-39599797,39599797,"Involvement of Human Cellular Proteins and Structures in Realization of the HIV Life Cycle: A Comprehensive Review, 2024.",direct,ptm_degradation,direct_target,central,"trates the potential of translational genetic research in the fight against HIV/AIDS. Unlike HIV, which can develop resistance through elusive mutations, human cellular proteins are relatively stable. Therefore, the search for host genetic factors associated with the development of HIV infection is becoming increasingly active. This review will attempt to update the status of known interactions between viral and host proteins, takin",1. Introduction,none,medium
pmid-39565309,39565309,Identification of a dengue 2 virus envelope protein receptor in Aedes aegypti critical for viral midgut infection.,direct,localization_retention,direct_target,central,"n the membrane (Fig. 1B) and the corresponding spot (S-1) as well as two other negative control spots (S-2 and S-3), were excised from the gel and subjected to mass spectrometry analysis (Fig. 1B, SI Appendix, Fig. S1 and Tables S1–S3). The Ae. aegypti protein encoded by AAEL011180 was the most abundant protein in the excised spot with 81 peptides (SI Appendix, Table S1). This putative midgut receptor is a highly conserved protein th",DENV2 Interacts with Specific Mosquito Midgut Proteins.,none,high
pmid-39550578,39550578,Altered colonic microflora and its metabolic profile in mice with acute viral myocarditis induced by coxsackievirus B3.,direct,localization_retention,direct_target,central,"ing technology to identify changes in the gut microflora composition of AVMC mice. Meanwhile, an untargeted ultra-high-performance liquid chromatography-tandem mass spectrometry (UHPLC-MS/MS) metabolomics approach was used to explore the metabolome of colonic contents. Finally, the relationship between gut microbiome and its metabolome was analyzed by integrating multi-omics data. The findings of our study may contribute to a better",Introduction,none,high
pmid-39518131,39518131,Molecular Mechanisms of Kaposi Sarcoma-Associated Herpesvirus (HHV8)-Related Lymphomagenesis.,direct,ptm_degradation,direct_target,central,"xpression of immediate early (IE), early (E), and late (L) viral genes for structural proteins to produce infectious virions (reviewed in [5]). KSHV modulates host factors to evade immune detection or to co-opt their function for KSHV persistence. These manipulations dysregulate typical cell processes to ensure cell survival and inhibit antiviral immune responses, which, in turn, contribute to KSHV-associated malignancies. Both",1. Introduction,none,medium
pmid-39509467,39509467,A cytoplasmic form of EHMT1N methylates viral proteins to enable inclusion body maturation and efficient viral replication.,indirect,localization_retention,pathway_or_context,supporting,"nvestigations, during which, we identified novel nucleo-cytoplasmic forms of EHMT1 (EHMT1N/C), EHMT1B1-3, and EHMT1V09. We found that EHMT1N/C acts as proviral host factor which was recruited to inclusion bodies (IBs) of SeV. At mechanistic level, we discovered that cytoplasmic EHMTs (EHMT1N/C and EHMT2) interact with and methylate the nucleoprotein of SeV upon infection. Methyltransferase activity of EHMTs facilitated the form",Introduction,reviewer_calibration,medium
pmid-39475219,39475219,Modulators of the Hop-HSP90 Protein-Protein Interaction Disrupt KSHV Lytic Replication.,direct,ptm_degradation,direct_target,central,"pt accumulation (Mta) protein, regulates RNA stability and the expression of other lytic genes, which promote viral transcription.57,58 In addition, KSHV viral interferon regulatory factor 3 (vIRF3), which plays a regulatory role in cell proliferation and apoptosis, as well as cellular IRF function,17 is one of the few genes expressed during latent replication, but whose expression increases during lytic replication. These pro",KSHV Lytic Replication Inhibition,none,high
