paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-37416479,37416479,The potential therapeutic regimen for overcoming resistance to osimertinib due to rare mutations in NSCLC.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-37404765,37404765,Genomic landscape of clinically advanced KRAS wild-type pancreatic ductal adenocarcinoma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free;or combination;progression;epigenetic;response;phase 2,tighten_query,medium,exclude
pmid-37366894,37366894,HR+/HER2- Advanced Breast Cancer Treatment in the First-Line Setting: Expert Review.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-37348428,37348428,P110α inhibitor alpelisib exhibits a synergistic effect with pyrotinib and reverses pyrotinib resistant in HER2+ breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;drug resistance;resistance,none,high,direct_mechanistic
pmid-37344660,37344660,"Plasma cell-free tumor DNA, PIK3CA and TP53 mutations predicted inferior endocrine-based treatment outcome in endocrine receptor-positive metastatic breast cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;or combination;combinations;progression;pi3k-alpha,tighten_query,medium,exclude
pmid-37339176,37339176,Tipifarnib Potentiates the Antitumor Effects of PI3Kα Inhibition in PIK3CA- and HRAS-Dysregulated HNSCC via Convergent Inhibition of mTOR Activity.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;progression;cell-cycle;resistance;alpelisib;response,tighten_query,medium,exclude
pmid-37336919,37336919,Genomic analysis of plasma circulating tumor DNA in patients with heavily pretreated HER2 + metastatic breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-37318638,37318638,Modeling the novel SERD elacestrant in cultured fulvestrant-refractory HR-positive breast circulating tumor cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;patient-derived;combinations;progression;resistance,tighten_query,medium,exclude
pmid-37298642,37298642,Next-Generation Sequencing and Triple-Negative Breast Cancer: Insights and Applications.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;combinations;progression;epigenetic,tighten_query,medium,exclude
pmid-37272756,37272756,Breast Cancer Mutations HER2V777L and PIK3CAH1047R Activate the p21-CDK4/6-Cyclin D1 Axis to Drive Tumorigenesis and Drug Resistance.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-37264081,37264081,A bi-steric mTORC1-selective inhibitor overcomes drug resistance in breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;progression;cell-cycle;epigenetic;resistance;alpelisib,tighten_query,medium,exclude
pmid-37256976,37256976,Capivasertib in Hormone Receptor-Positive Advanced Breast Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;progression;resistance;alpelisib,tighten_query,medium,exclude
pmid-37210417,37210417,Phase II trial of fulvestrant plus enzalutamide in ER+/HER2- advanced breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;patient-derived;combinations;progression,tighten_query,medium,exclude
pmid-37200022,37200022,Panitumumab Plus Trifluridine-Tipiracil as Anti-Epidermal Growth Factor Receptor Rechallenge Therapy for Refractory RAS Wild-Type Metastatic Colorectal Cancer: A Phase 2 Randomized Clinical Trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;treatment failure;clinical benefit;progression-free;discontinuation;progression,tighten_query,medium,exclude
pmid-37108122,37108122,Surveillance of cfDNA Hot Spot Mutations in NSCLC Patients during Disease Progression.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-37107702,37107702,SPAG9 Expression Predicts Good Prognosis in Patients with Clear-Cell Renal Cell Carcinoma: A Bioinformatics Analysis with Experimental Validation.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;immune;pik3ca;pi3k,tighten_query,medium,exclude
pmid-37053535,37053535,"Trametinib in Patients With NF1-, GNAQ-, or GNA11-Mutant Tumors: Results From the NCI-MATCH ECOG-ACRIN Trial (EAY131) Subprotocols S1 and S2.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;combinations;progression,tighten_query,medium,exclude
pmid-37004423,37004423,Noninvasive genomic profiling of somatic mutations in oral cavity cancers.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;combinations;progression;resistance;response;ctdna,tighten_query,medium,exclude
pmid-36915460,36915460,"Using a combination of fruquintinib, raltitrexed, and S-1 as a third-line treatment for metastatic colorectal cancer with co-existence of Hodgkin lymphoma: a case report.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;combinations;progression;resistance,tighten_query,medium,exclude
pmid-36901954,36901954,Drugging the PI3K/AKT/mTOR Pathway in ER+ Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;overcome resistance;resistance,none,high,direct_mechanistic
pmid-36876172,36876172,CDK4/6 Inhibitors in Advanced HR+/HER2 - Breast Cancer: A Multicenter Real-World Data Analysis.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-36835617,36835617,"Response to Abemaciclib and Immunotherapy Rechallenge with Nivolumab and Ipilimumab in a Heavily Pretreated TMB-H Metastatic Squamous Cell Lung Cancer with CDKN2A Mutation, PIK3CA Amplification and TPS 80%: A Case Report.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;epigenetic;resistance;metabolic;response,tighten_query,medium,exclude
